image_path,image_name,width,height,channels,aspect_ratio,file_size_mb,brightness,contrast,split
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_172.jpg,IDRiD_172,4288,2848,3,1.5056179775280898,0.37371349334716797,48.138393,55.29632,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_173.jpg,IDRiD_173,4288,2848,3,1.5056179775280898,0.36155128479003906,45.852795,53.645042,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_174.jpg,IDRiD_174,4288,2848,3,1.5056179775280898,0.37661170959472656,40.801632,45.87571,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_175.jpg,IDRiD_175,4288,2848,3,1.5056179775280898,0.3788490295410156,40.85116,46.20709,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_176.jpg,IDRiD_176,4288,2848,3,1.5056179775280898,0.36620140075683594,45.861168,52.823517,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_177.jpg,IDRiD_177,4288,2848,3,1.5056179775280898,0.7542057037353516,60.561317,64.58337,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_178.jpg,IDRiD_178,4288,2848,3,1.5056179775280898,0.3750467300415039,60.95414,69.883354,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_179.jpg,IDRiD_179,4288,2848,3,1.5056179775280898,0.3788719177246094,55.290783,53.073948,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_180.jpg,IDRiD_180,4288,2848,3,1.5056179775280898,0.42311859130859375,67.31066,62.98354,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_181.jpg,IDRiD_181,4288,2848,3,1.5056179775280898,0.3551959991455078,77.14806,74.01536,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_182.jpg,IDRiD_182,4288,2848,3,1.5056179775280898,0.36684703826904297,50.30059,47.211365,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_183.jpg,IDRiD_183,4288,2848,3,1.5056179775280898,0.3405313491821289,64.3813,75.0968,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_184.jpg,IDRiD_184,4288,2848,3,1.5056179775280898,0.3606901168823242,47.320137,54.574505,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_185.jpg,IDRiD_185,4288,2848,3,1.5056179775280898,0.4142923355102539,69.68808,61.008186,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_186.jpg,IDRiD_186,4288,2848,3,1.5056179775280898,0.4300880432128906,61.33228,57.76004,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_187.jpg,IDRiD_187,4288,2848,3,1.5056179775280898,0.3516807556152344,50.985756,60.464542,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_188.jpg,IDRiD_188,4288,2848,3,1.5056179775280898,0.39937496185302734,60.511208,66.66638,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_189.jpg,IDRiD_189,4288,2848,3,1.5056179775280898,0.35733795166015625,50.071404,57.9053,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_190.jpg,IDRiD_190,4288,2848,3,1.5056179775280898,0.3753805160522461,70.65385,69.47905,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_191.jpg,IDRiD_191,4288,2848,3,1.5056179775280898,0.32396888732910156,73.63308,87.66569,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_192.jpg,IDRiD_192,4288,2848,3,1.5056179775280898,0.3457784652709961,71.60624,78.201584,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_193.jpg,IDRiD_193,4288,2848,3,1.5056179775280898,0.4190664291381836,57.49553,57.636227,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_194.jpg,IDRiD_194,4288,2848,3,1.5056179775280898,0.4077949523925781,55.36365,53.229233,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_195.jpg,IDRiD_195,4288,2848,3,1.5056179775280898,0.4268970489501953,80.38613,73.66701,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_196.jpg,IDRiD_196,4288,2848,3,1.5056179775280898,0.35715198516845703,75.18947,65.79404,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_197.jpg,IDRiD_197,4288,2848,3,1.5056179775280898,0.39533519744873047,83.201035,71.03217,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_198.jpg,IDRiD_198,4288,2848,3,1.5056179775280898,0.4397430419921875,58.177677,59.327778,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_199.jpg,IDRiD_199,4288,2848,3,1.5056179775280898,0.42029857635498047,52.17778,55.036224,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_200.jpg,IDRiD_200,4288,2848,3,1.5056179775280898,0.36748790740966797,45.434013,42.978985,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_201.jpg,IDRiD_201,4288,2848,3,1.5056179775280898,0.42295074462890625,69.53585,68.67589,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_202.jpg,IDRiD_202,4288,2848,3,1.5056179775280898,0.41404247283935547,71.58155,60.01604,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_203.jpg,IDRiD_203,4288,2848,3,1.5056179775280898,0.3778505325317383,71.19351,70.31948,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_204.jpg,IDRiD_204,4288,2848,3,1.5056179775280898,0.4453287124633789,66.30649,62.46148,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_205.jpg,IDRiD_205,4288,2848,3,1.5056179775280898,0.494659423828125,65.80837,60.07808,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_206.jpg,IDRiD_206,4288,2848,3,1.5056179775280898,0.3678874969482422,49.581905,59.588093,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_207.jpg,IDRiD_207,4288,2848,3,1.5056179775280898,0.3671150207519531,76.06649,78.35824,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_208.jpg,IDRiD_208,4288,2848,3,1.5056179775280898,0.35342979431152344,67.500656,76.6875,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_209.jpg,IDRiD_209,4288,2848,3,1.5056179775280898,0.48045921325683594,66.59488,59.04071,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_210.jpg,IDRiD_210,4288,2848,3,1.5056179775280898,0.4284648895263672,59.06195,58.854897,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_211.jpg,IDRiD_211,4288,2848,3,1.5056179775280898,0.4244394302368164,57.59925,57.852905,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_212.jpg,IDRiD_212,4288,2848,3,1.5056179775280898,0.4368143081665039,63.960052,57.80407,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_213.jpg,IDRiD_213,4288,2848,3,1.5056179775280898,0.36919212341308594,81.67064,68.959755,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_214.jpg,IDRiD_214,4288,2848,3,1.5056179775280898,0.3345603942871094,83.35026,78.76312,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_215.jpg,IDRiD_215,4288,2848,3,1.5056179775280898,0.4257678985595703,50.07378,58.861317,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_216.jpg,IDRiD_216,4288,2848,3,1.5056179775280898,0.33199596405029297,78.77593,73.75023,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_217.jpg,IDRiD_217,4288,2848,3,1.5056179775280898,0.4140968322753906,73.64149,68.23052,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_218.jpg,IDRiD_218,4288,2848,3,1.5056179775280898,0.4527759552001953,65.45693,65.08979,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_219.jpg,IDRiD_219,4288,2848,3,1.5056179775280898,0.43157005310058594,66.35737,65.95081,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_220.jpg,IDRiD_220,4288,2848,3,1.5056179775280898,0.3837432861328125,74.64288,74.88261,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_221.jpg,IDRiD_221,4288,2848,3,1.5056179775280898,0.4503202438354492,60.67981,58.170753,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_222.jpg,IDRiD_222,4288,2848,3,1.5056179775280898,0.4449577331542969,66.84877,61.988895,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_223.jpg,IDRiD_223,4288,2848,3,1.5056179775280898,0.35169219970703125,34.929848,40.323513,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_224.jpg,IDRiD_224,4288,2848,3,1.5056179775280898,0.3845062255859375,57.715733,68.30287,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_225.jpg,IDRiD_225,4288,2848,3,1.5056179775280898,0.4710721969604492,60.01144,55.070824,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_226.jpg,IDRiD_226,4288,2848,3,1.5056179775280898,0.43002796173095703,67.49315,66.59709,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_227.jpg,IDRiD_227,4288,2848,3,1.5056179775280898,0.3807392120361328,66.02603,60.714474,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_228.jpg,IDRiD_228,4288,2848,3,1.5056179775280898,0.3951091766357422,64.215126,60.33637,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_229.jpg,IDRiD_229,4288,2848,3,1.5056179775280898,0.42067432403564453,69.57139,66.01517,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_230.jpg,IDRiD_230,4288,2848,3,1.5056179775280898,0.42592525482177734,64.19117,59.199383,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_231.jpg,IDRiD_231,4288,2848,3,1.5056179775280898,0.3815574645996094,70.4464,83.01917,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_232.jpg,IDRiD_232,4288,2848,3,1.5056179775280898,0.37438392639160156,68.21102,81.8564,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_233.jpg,IDRiD_233,4288,2848,3,1.5056179775280898,0.4801950454711914,64.613785,57.319324,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_234.jpg,IDRiD_234,4288,2848,3,1.5056179775280898,0.4774599075317383,62.090496,55.672558,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_235.jpg,IDRiD_235,4288,2848,3,1.5056179775280898,0.49948692321777344,62.415543,57.194103,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_236.jpg,IDRiD_236,4288,2848,3,1.5056179775280898,0.3090534210205078,72.48684,88.235695,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_237.jpg,IDRiD_237,4288,2848,3,1.5056179775280898,0.3106393814086914,73.52712,88.71079,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_238.jpg,IDRiD_238,4288,2848,3,1.5056179775280898,0.4497957229614258,54.756428,52.064396,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_239.jpg,IDRiD_239,4288,2848,3,1.5056179775280898,0.3757658004760742,53.84711,62.344463,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_240.jpg,IDRiD_240,4288,2848,3,1.5056179775280898,0.3742504119873047,52.275955,61.155804,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_241.jpg,IDRiD_241,4288,2848,3,1.5056179775280898,0.36702442169189453,75.35498,65.208275,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_242.jpg,IDRiD_242,4288,2848,3,1.5056179775280898,0.39168548583984375,67.69762,78.54324,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_243.jpg,IDRiD_243,4288,2848,3,1.5056179775280898,0.4367561340332031,67.470184,63.678448,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_244.jpg,IDRiD_244,4288,2848,3,1.5056179775280898,0.4283132553100586,72.19828,66.4904,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_245.jpg,IDRiD_245,4288,2848,3,1.5056179775280898,0.38646411895751953,65.48967,81.13295,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_246.jpg,IDRiD_246,4288,2848,3,1.5056179775280898,0.38143157958984375,63.314495,77.01248,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_247.jpg,IDRiD_247,4288,2848,3,1.5056179775280898,0.39777278900146484,72.36799,60.78603,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_248.jpg,IDRiD_248,4288,2848,3,1.5056179775280898,0.38874149322509766,71.6353,60.664547,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_249.jpg,IDRiD_249,4288,2848,3,1.5056179775280898,0.4355030059814453,74.38509,66.30803,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_250.jpg,IDRiD_250,4288,2848,3,1.5056179775280898,0.4021749496459961,81.089165,67.96775,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_251.jpg,IDRiD_251,4288,2848,3,1.5056179775280898,0.4402742385864258,66.93635,64.63789,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_252.jpg,IDRiD_252,4288,2848,3,1.5056179775280898,0.4139213562011719,69.53549,63.96088,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_253.jpg,IDRiD_253,4288,2848,3,1.5056179775280898,0.37499141693115234,77.10381,65.04097,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_254.jpg,IDRiD_254,4288,2848,3,1.5056179775280898,0.3988065719604492,64.40577,69.32713,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_255.jpg,IDRiD_255,4288,2848,3,1.5056179775280898,0.4520692825317383,61.61424,52.506737,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_256.jpg,IDRiD_256,4288,2848,3,1.5056179775280898,0.4412364959716797,64.38373,59.104397,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_257.jpg,IDRiD_257,4288,2848,3,1.5056179775280898,0.40964412689208984,53.446346,51.6606,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_258.jpg,IDRiD_258,4288,2848,3,1.5056179775280898,0.38200950622558594,73.14168,64.22859,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_259.jpg,IDRiD_259,4288,2848,3,1.5056179775280898,0.3765296936035156,92.33755,73.52582,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_260.jpg,IDRiD_260,4288,2848,3,1.5056179775280898,0.43402862548828125,52.055744,55.670662,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_261.jpg,IDRiD_261,4288,2848,3,1.5056179775280898,0.45475006103515625,57.848866,59.575188,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_262.jpg,IDRiD_262,4288,2848,3,1.5056179775280898,0.41062259674072266,73.44159,76.290665,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_263.jpg,IDRiD_263,4288,2848,3,1.5056179775280898,0.4233722686767578,68.61683,73.558716,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_264.jpg,IDRiD_264,4288,2848,3,1.5056179775280898,0.45789432525634766,69.21296,57.410614,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_265.jpg,IDRiD_265,4288,2848,3,1.5056179775280898,0.3702507019042969,75.41182,81.255165,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_266.jpg,IDRiD_266,4288,2848,3,1.5056179775280898,0.3763446807861328,72.64112,79.797455,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_267.jpg,IDRiD_267,4288,2848,3,1.5056179775280898,0.45152950286865234,57.225254,49.489273,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_268.jpg,IDRiD_268,4288,2848,3,1.5056179775280898,0.4057960510253906,71.84597,76.08895,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_269.jpg,IDRiD_269,4288,2848,3,1.5056179775280898,0.3889284133911133,52.954975,54.706024,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_270.jpg,IDRiD_270,4288,2848,3,1.5056179775280898,0.38007259368896484,62.78813,63.85158,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_271.jpg,IDRiD_271,4288,2848,3,1.5056179775280898,0.39020824432373047,53.5197,57.808815,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_272.jpg,IDRiD_272,4288,2848,3,1.5056179775280898,0.42216014862060547,53.121017,60.284603,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_273.jpg,IDRiD_273,4288,2848,3,1.5056179775280898,0.3771705627441406,75.388115,71.93863,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_274.jpg,IDRiD_274,4288,2848,3,1.5056179775280898,0.2883291244506836,24.428745,27.814318,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_275.jpg,IDRiD_275,4288,2848,3,1.5056179775280898,0.40895557403564453,71.58526,69.86385,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_276.jpg,IDRiD_276,4288,2848,3,1.5056179775280898,0.4764842987060547,59.345688,54.77977,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_277.jpg,IDRiD_277,4288,2848,3,1.5056179775280898,0.37462425231933594,63.97373,72.30985,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_278.jpg,IDRiD_278,4288,2848,3,1.5056179775280898,0.3814678192138672,52.595722,60.46538,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_279.jpg,IDRiD_279,4288,2848,3,1.5056179775280898,0.4118785858154297,56.107365,64.8479,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_280.jpg,IDRiD_280,4288,2848,3,1.5056179775280898,0.41080665588378906,54.802765,61.622143,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_281.jpg,IDRiD_281,4288,2848,3,1.5056179775280898,0.42140960693359375,54.54661,61.05132,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_282.jpg,IDRiD_282,4288,2848,3,1.5056179775280898,0.38756752014160156,73.09132,84.97752,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_283.jpg,IDRiD_283,4288,2848,3,1.5056179775280898,0.3910541534423828,63.66357,74.099976,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_284.jpg,IDRiD_284,4288,2848,3,1.5056179775280898,0.3791313171386719,63.746857,70.673035,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_285.jpg,IDRiD_285,4288,2848,3,1.5056179775280898,0.43256187438964844,63.333633,60.94373,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_286.jpg,IDRiD_286,4288,2848,3,1.5056179775280898,0.41792774200439453,60.70841,58.405952,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_287.jpg,IDRiD_287,4288,2848,3,1.5056179775280898,0.36333274841308594,68.03617,71.05425,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_288.jpg,IDRiD_288,4288,2848,3,1.5056179775280898,0.3848237991333008,65.458694,69.67437,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_289.jpg,IDRiD_289,4288,2848,3,1.5056179775280898,0.39495182037353516,71.304695,66.59858,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_290.jpg,IDRiD_290,4288,2848,3,1.5056179775280898,0.4221343994140625,67.69806,65.60335,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_291.jpg,IDRiD_291,4288,2848,3,1.5056179775280898,0.4514732360839844,67.29211,62.936256,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_292.jpg,IDRiD_292,4288,2848,3,1.5056179775280898,0.4602689743041992,72.36006,62.8393,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_293.jpg,IDRiD_293,4288,2848,3,1.5056179775280898,0.3657503128051758,67.7308,71.46214,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_294.jpg,IDRiD_294,4288,2848,3,1.5056179775280898,0.3828468322753906,69.52971,72.70663,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_295.jpg,IDRiD_295,4288,2848,3,1.5056179775280898,0.4523487091064453,65.43433,60.164223,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_296.jpg,IDRiD_296,4288,2848,3,1.5056179775280898,0.4228944778442383,59.891045,48.54178,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_297.jpg,IDRiD_297,4288,2848,3,1.5056179775280898,0.44609737396240234,70.01925,66.76901,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_298.jpg,IDRiD_298,4288,2848,3,1.5056179775280898,0.4317340850830078,50.01478,50.50054,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_299.jpg,IDRiD_299,4288,2848,3,1.5056179775280898,0.39606189727783203,64.52527,65.77677,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_300.jpg,IDRiD_300,4288,2848,3,1.5056179775280898,0.4246673583984375,56.80024,60.124577,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_301.jpg,IDRiD_301,4288,2848,3,1.5056179775280898,0.36958885192871094,64.549995,70.29228,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_302.jpg,IDRiD_302,4288,2848,3,1.5056179775280898,0.3634366989135742,64.52545,69.314125,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_303.jpg,IDRiD_303,4288,2848,3,1.5056179775280898,0.3775510787963867,77.8618,76.836365,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_304.jpg,IDRiD_304,4288,2848,3,1.5056179775280898,0.3817281723022461,74.492485,79.18431,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_305.jpg,IDRiD_305,4288,2848,3,1.5056179775280898,0.48208141326904297,72.81902,66.00728,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_306.jpg,IDRiD_306,4288,2848,3,1.5056179775280898,0.4006690979003906,81.6316,73.91438,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_307.jpg,IDRiD_307,4288,2848,3,1.5056179775280898,0.3708953857421875,76.32142,72.73148,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_308.jpg,IDRiD_308,4288,2848,3,1.5056179775280898,0.41489315032958984,64.55922,67.40405,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_309.jpg,IDRiD_309,4288,2848,3,1.5056179775280898,0.4151496887207031,62.74747,65.81883,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_310.jpg,IDRiD_310,4288,2848,3,1.5056179775280898,0.38315677642822266,81.25902,70.93477,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_311.jpg,IDRiD_311,4288,2848,3,1.5056179775280898,0.40343570709228516,72.585205,63.912594,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_312.jpg,IDRiD_312,4288,2848,3,1.5056179775280898,0.46150779724121094,61.969353,53.696163,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_313.jpg,IDRiD_313,4288,2848,3,1.5056179775280898,0.3768777847290039,68.379234,75.14495,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_314.jpg,IDRiD_314,4288,2848,3,1.5056179775280898,0.37963294982910156,62.298054,69.68884,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_315.jpg,IDRiD_315,4288,2848,3,1.5056179775280898,0.40300464630126953,65.53301,61.9763,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_316.jpg,IDRiD_316,4288,2848,3,1.5056179775280898,0.39852333068847656,72.64812,74.30745,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_317.jpg,IDRiD_317,4288,2848,3,1.5056179775280898,0.4030017852783203,69.13924,72.43917,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_318.jpg,IDRiD_318,4288,2848,3,1.5056179775280898,0.43415069580078125,60.726803,59.017166,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_319.jpg,IDRiD_319,4288,2848,3,1.5056179775280898,0.3825054168701172,63.38026,72.66101,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_320.jpg,IDRiD_320,4288,2848,3,1.5056179775280898,0.3027839660644531,49.455704,62.152103,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_321.jpg,IDRiD_321,4288,2848,3,1.5056179775280898,0.2844839096069336,49.462643,62.7548,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_322.jpg,IDRiD_322,4288,2848,3,1.5056179775280898,0.3177032470703125,47.873074,62.026974,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_323.jpg,IDRiD_323,4288,2848,3,1.5056179775280898,0.3663444519042969,57.11703,63.32461,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_324.jpg,IDRiD_324,4288,2848,3,1.5056179775280898,0.37503528594970703,53.506203,60.464912,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_325.jpg,IDRiD_325,4288,2848,3,1.5056179775280898,0.41558265686035156,77.79888,66.80136,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_326.jpg,IDRiD_326,4288,2848,3,1.5056179775280898,0.4423980712890625,73.43748,67.49149,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_327.jpg,IDRiD_327,4288,2848,3,1.5056179775280898,0.3802976608276367,54.95186,65.261505,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_328.jpg,IDRiD_328,4288,2848,3,1.5056179775280898,0.40073394775390625,50.35125,58.89126,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_329.jpg,IDRiD_329,4288,2848,3,1.5056179775280898,0.40621471405029297,69.83249,72.63366,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_330.jpg,IDRiD_330,4288,2848,3,1.5056179775280898,0.3972358703613281,68.637924,73.61463,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_331.jpg,IDRiD_331,4288,2848,3,1.5056179775280898,0.4191274642944336,71.664116,63.89687,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_332.jpg,IDRiD_332,4288,2848,3,1.5056179775280898,0.3294210433959961,59.428455,72.61461,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_333.jpg,IDRiD_333,4288,2848,3,1.5056179775280898,0.38158702850341797,77.979996,71.27679,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_334.jpg,IDRiD_334,4288,2848,3,1.5056179775280898,0.3800163269042969,63.618633,71.55472,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_335.jpg,IDRiD_335,4288,2848,3,1.5056179775280898,0.3739461898803711,88.86264,74.080444,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_336.jpg,IDRiD_336,4288,2848,3,1.5056179775280898,0.36319541931152344,38.033844,43.29085,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_337.jpg,IDRiD_337,4288,2848,3,1.5056179775280898,0.3494691848754883,47.12569,53.58291,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_338.jpg,IDRiD_338,4288,2848,3,1.5056179775280898,0.37871360778808594,53.776722,64.50614,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_339.jpg,IDRiD_339,4288,2848,3,1.5056179775280898,0.4063835144042969,53.14444,59.89293,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_340.jpg,IDRiD_340,4288,2848,3,1.5056179775280898,0.3768320083618164,64.84954,65.63951,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_341.jpg,IDRiD_341,4288,2848,3,1.5056179775280898,0.3665151596069336,54.450016,64.420944,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_342.jpg,IDRiD_342,4288,2848,3,1.5056179775280898,0.39455509185791016,78.18983,71.20545,train
B. Disease Grading\1. Original Images\a. Training Set\IDRiD_343.jpg,IDRiD_343,4288,2848,3,1.5056179775280898,0.3857240676879883,48.872158,56.315956,train
